CBSA Code,year,n
49340,2016,5
49340,2017,5
49340,2018,7
49340,2019,1
49340,2021,4
49620,1980,57
49620,1981,15
49620,1982,32
49620,1983,55
49620,1984,33
49620,1985,44
49620,1986,30
49620,1987,33
49620,1988,57
49620,1989,24
49620,1990,31
49620,1991,51
49620,1992,22
49620,1993,32
49620,1994,32
49620,1995,27
49620,1996,20
49620,1997,42
49620,1998,54
49620,1999,34
49620,2000,28
49620,2001,51
49620,2002,50
49620,2003,29
49620,2004,19
49620,2005,39
49620,2006,12
49620,2007,37
49620,2008,25
49620,2009,5
49620,2010,23
49620,2011,15
49620,2012,17
49620,2013,6
49620,2014,2
49620,2015,10
49620,2016,5
49620,2018,1
49620,2021,2
49620,2022,1
49660,1980,127
49660,1981,93
49660,1982,83
49660,1983,54
49660,1984,47
49660,1985,40
49660,1986,26
49660,1987,39
49660,1988,55
49660,1989,28
49660,1990,39
49660,1991,66
49660,1992,27
49660,1993,48
49660,1994,41
49660,1995,48
49660,1996,40
49660,1997,30
49660,1998,58
49660,1999,53
49660,2000,31
49660,2001,55
49660,2002,47
49660,2003,27
49660,2004,29
49660,2005,47
49660,2006,23
49660,2007,38
49660,2008,23
49660,2009,8
49660,2010,18
49660,2011,11
49660,2012,25
49660,2013,5
49660,2014,6
49660,2015,6
49660,2016,10
49660,2017,4
49660,2018,6
49660,2019,2
49660,2020,4
49660,2021,3
49660,2022,4
